Reading,Word,Category
あぐぬすでい,神聖棺
あぐぬすでい,刻まれし魔の神聖棺,短縮よみ
いんぱらでぃずむ,刻まれし魔の楽園,短縮よみ
きりえ,憐歌
きりえ,刻まれし魔の憐歌,短縮よみ
こうるいのま,紅涙の魔
こうるいのまらくりもーさ,紅涙の魔ラクリモーサ
さんくとぅす,讃聖
さんくとぅす,刻まれし魔の讃聖,短縮よみ
せくえんつぃあ,大聖棺
せくえんつぃあ,刻まれし魔の大聖棺,短縮よみ
でぃえすいれ,ディエスイレ
でぃえすいれ,刻まれし魔ディエスイレ,短縮よみ
でもんすみす,デモンスミス
でもんすみす,魔を刻むデモンスミス,短縮よみ
でもんすみす,刻まれし魔
でもんすみすあぐぬすでい,刻まれし魔の神聖棺
でもんすみすいんぱらでぃずむ,刻まれし魔の楽園
でもんすみすきりえ,刻まれし魔の憐歌
でもんすみすさんくとぅす,刻まれし魔の讃聖
でもんすみすせくえんつぃあ,刻まれし魔の大聖棺
でもんすみすでぃえすいれ,刻まれし魔ディエスイレ
でもんすみすとらくとぅす,刻まれし魔の詠聖
でもんすみすらくりもーさ,刻まれし魔ラクリモーサ
でもんすみすれくいえむ,刻まれし魔の鎮魂棺
でもんすみすれくすとれめんで,刻まれし魔レクストレメンデ
とらくとぅす,詠聖
とらくとぅす,刻まれし魔の詠聖,短縮よみ
ぱらでぃずむ,楽園
ぱらでぃずむ,刻まれし魔の楽園,短縮よみ
まをきざむでもんすみす,魔を刻むデモンスミス
らくりもーさ,ラクリモーサ
らくりもーさ,紅涙の魔ラクリモーサ,短縮よみ
らくりもーさ,刻まれし魔ラクリモーサ,短縮よみ
れくいえむ,鎮魂棺
れくいえむ,刻まれし魔の鎮魂棺,短縮よみ
れくすとれめんで,レクストレメンデ
れくすとれめんで,刻まれし魔レクストレメンデ,短縮よみ
