Reading,Word,Category
いえろーまーてん,黄鼬
いえろーまーてん,月光黄鼬,短縮よみ
うるふ,狼
うるふ,月光狼,短縮よみ
えめらるどばーど,翠鳥
えめらるどばーど,月光翠鳥,短縮よみ
かれいどちっく,彩雛
かれいどちっく,月光彩雛,短縮よみ
げっこうが,月光香
ごーるどれお,金獅子
ごーるどれお,月光金獅子,短縮よみ
しるばーはうんど,銀狗
しるばーはうんど,月光銀狗,短縮よみ
せれなーどだんす,小夜曲舞踊
せれなーどだんす,月光小夜曲舞踊,短縮よみ
たいがー,虎
たいがー,月光虎,短縮よみ
むーんらいと,ムーンライト
むーんらいと,月光
むーんらいといえろーまーてん,月光黄鼬
むーんらいとうるふ,月光狼
むーんらいとえめらるどばーど,月光翠鳥
むーんらいとかれいどちっく,月光彩雛
むーんらいとごーるどれお,月光金獅子
むーんらいとしるばーはうんど,月光銀狗
むーんらいとせれなーどだんす,月光小夜曲舞踊
むーんらいとたいがー,月光虎
むーんらいとぱふゅーむだんさー,月光舞香姫
むーんらいとぶらっくしーぷ,月光黒羊
むーんらいとますかれーど,月光舞踏会
むーんらいとらいおだんさー,月光舞獅子姫
むーんらいとらいがーだんさー,月光舞獅子神姫
ぱふゅーむだんさー,舞香姫
ぱふゅーむだんさー,月光舞香姫,短縮よみ
ぶらっくしーぷ,黒羊
ぶらっくしーぷ,月光黒羊,短縮よみ
ますかれーど,舞踏会
ますかれーど,月光舞踏会,短縮よみ
らいおだんさー,舞獅子姫
らいおだんさー,月光舞獅子姫,短縮よみ
らいがーだんさー,舞獅子神姫
らいがーだんさー,月光舞獅子神姫,短縮よみ
