Reading,Word,Category
えくせる,エクセル
えくせる,スネークアイ・エクセル,短縮よみ
おーく,オーク
おーく,スネークアイ・オーク,短縮よみ
えぐぜきゅーと,断罪
えぐぜきゅーとどらごん,断罪龍
えぐぜきゅーとどらごん,蛇眼の断罪龍,短縮よみ
じゃがんしんでん,蛇眼神殿
じゃがんしんでん,蛇眼神殿スネークアイ,短縮よみ
じゃがんしんでんすねーくあい,蛇眼神殿スネークアイ
すねーくあい,スネークアイ
すねーくあいえくせる,スネークアイ・エクセル
すねーくあいおーく,スネークアイ・オーク
すねーくあいず,蛇眼
すねーくあいずえぐぜきゅーとどらごん,蛇眼の断罪龍
すねーくあいずだむどどらごん,蛇眼の原罪龍
すねーくあいずでぃあべるすたー,蛇眼の大炎魔
すねーくあいずふらんべるじゅどらごん,蛇眼の炎龍
すねーくあいずぽぷるす,蛇眼の炎燐
すねーくあいついそうげき,スネークアイ追走劇
すねーくあいわいとばーち,スネークアイ・ワイトバーチ
だむど,原罪
だむどどらごん,原罪龍
だむどどらごん,蛇眼の原罪龍,短縮よみ
でぃあべるすたー,大炎魔
でぃあべるすたー,蛇眼の大炎魔,短縮よみ
ついそうげき,追走劇
ついそうげき,スネークアイ追走劇,短縮よみ
ふらんべるじゅどらごん,炎龍
ふらんべるじゅどらごん,蛇眼の炎龍,短縮よみ
ぽぷるす,炎燐
ぽぷるす,蛇眼の炎燐,短縮よみ
わいとばーち,ワイトバーチ
わいとばーち,スネークアイ・ワイトバーチ,短縮よみ
