Reading,Word,Category
きゅー,キュー
きゅー,キラーチューン・キュー,短縮よみ
きらーちゅーん,キラーチューン
きらーちゅーんきゅー,キラーチューン・キュー
きらーちゅーんくりっぷ,キラーチューン・クリップ
きらーちゅーんしんくろ,キラーチューン・シンクロ
きらーちゅーんとらっくめいかー,キラーチューン・トラックメーカー
きらーちゅーんぷれいりすと,キラーチューン・プレイリスト
きらーちゅーんみくす,キラーチューン・ミクス
きらーちゅーんらうどねすうぉー,キラーチューン・ラウドネスウォー
きらーちゅーんりみっくす,キラーチューン・リミックス
きらーちゅーんれこ,キラーチューン・レコ
きらーちゅーんれっどしーる,キラーチューン・レッドシール
くりっぷ,クリップ
くりっぷ,キラーチューン・クリップ,短縮よみ
しんくろ,シンクロ
しんくろ,キラーチューン・シンクロ,短縮よみ
じゅーくじょいんときらーちゅーん,ジュークジョイント“Killer Tune”
とらっくめいかー,トラックメーカー
とらっくめいかー,キラーチューン・トラックメーカー,短縮よみ
ぷれいりすと,プレイリスト
ぷれいりすと,キラーチューン・プレイリスト,短縮よみ
みくす,ミクス
みくす,キラーチューン・ミクス,短縮よみ
らうどねすうぉー,ラウドネスウォー
らうどねすうぉー,キラーチューン・ラウドネスウォー,短縮よみ
りみっくす,リミックス
りみっくす,キラーチューン・リミックス,短縮よみ
れこ,レコ
れこ,キラーチューン・レコ,短縮よみ
れっどしーる,レッドシール
れっどしーる,キラーチューン・レッドシール,短縮よみ
